leave_id,personnel_id,leave_type,start_date,end_date,days_availed
P00029-L001,P00029,earned,2024-09-04,2024-09-15,11.1
P00029-L002,P00029,earned,2024-11-25,2024-12-08,13.0
P00029-L003,P00029,earned,2025-01-10,2025-01-15,5.3
P00029-L004,P00029,earned,2025-03-07,2025-03-22,15.3
P00029-L005,P00029,earned,2025-04-06,2025-04-19,12.6
P00029-L006,P00029,earned,2025-06-08,2025-06-20,12.2
P00029-L007,P00029,casual,2025-07-14,2025-08-01,18.4
P00029-L008,P00029,casual,2025-09-19,2025-09-29,9.7
P00029-L009,P00029,earned,2025-11-30,2025-12-05,4.6
P00029-L010,P00029,earned,2026-01-11,2026-01-21,10.2
P00029-L011,P00029,earned,2026-02-22,2026-02-28,6.1
P00029-L012,P00029,earned,2026-04-26,2026-05-05,8.6
P00029-L013,P00029,casual,2026-06-15,2026-06-24,8.5
P00029-L014,P00029,earned,2026-07-16,2026-08-08,23.0
P00030-L001,P00030,earned,2024-09-10,2024-09-15,5.2
P00030-L002,P00030,medical,2024-11-08,2024-11-13,5.3
P00030-L003,P00030,earned,2025-01-08,2025-01-15,7.7
P00030-L004,P00030,earned,2025-02-24,2025-03-06,10.1
P00030-L005,P00030,earned,2025-04-17,2025-04-28,10.9
P00030-L006,P00030,earned,2025-06-14,2025-07-08,24.5
P00030-L007,P00030,earned,2025-08-16,2025-08-29,12.8
P00030-L008,P00030,earned,2025-10-06,2025-10-10,3.8
P00030-L009,P00030,earned,2025-11-29,2025-12-07,7.2
P00030-L010,P00030,medical,2026-01-29,2026-02-02,4.0
P00030-L011,P00030,earned,2026-03-21,2026-04-07,17.5
P00030-L012,P00030,casual,2026-05-14,2026-05-28,13.6
P00030-L013,P00030,medical,2026-07-16,2026-07-21,4.7
P00031-L001,P00031,earned,2024-09-13,2024-09-25,11.1
P00031-L002,P00031,earned,2024-11-18,2024-12-03,15.1
P00031-L003,P00031,medical,2024-12-28,2025-01-03,6.1
P00031-L004,P00031,earned,2025-02-13,2025-02-26,12.7
P00031-L005,P00031,earned,2025-03-31,2025-04-13,13.4
P00031-L006,P00031,casual,2025-05-23,2025-06-09,17.4
P00031-L007,P00031,medical,2025-08-03,2025-08-12,8.7
P00031-L008,P00031,earned,2025-09-13,2025-09-19,5.8
P00031-L009,P00031,casual,2025-11-10,2025-11-21,11.3
P00031-L010,P00031,earned,2025-12-15,2025-12-30,15.3
P00031-L011,P00031,earned,2026-03-02,2026-03-11,9.5
P00031-L012,P00031,compensatory,2026-04-22,2026-05-15,22.1
P00031-L013,P00031,casual,2026-06-06,2026-06-14,7.8
P00031-L014,P00031,earned,2026-08-04,2026-08-07,3.3
P00032-L001,P00032,earned,2024-09-06,2024-09-13,7.1
P00032-L002,P00032,earned,2024-10-26,2024-10-31,5.0
P00032-L003,P00032,casual,2024-11-22,2024-11-23,1.2
P00032-L004,P00032,medical,2024-12-21,2025-01-04,14.5
P00032-L005,P00032,casual,2025-01-27,2025-02-06,9.4
P00032-L006,P00032,earned,2025-02-23,2025-02-26,2.9
P00032-L007,P00032,casual,2025-03-30,2025-04-07,8.0
P00032-L008,P00032,casual,2025-05-08,2025-05-11,2.3
P00032-L009,P00032,earned,2025-06-12,2025-06-15,2.5
P00032-L010,P00032,compensatory,2025-07-18,2025-07-22,3.5
P00032-L011,P00032,earned,2025-08-15,2025-08-25,10.4
P00032-L012,P00032,medical,2025-09-25,2025-10-04,8.5
P00032-L013,P00032,earned,2025-10-23,2025-10-29,5.8
P00032-L014,P00032,casual,2025-12-01,2025-12-12,10.9
P00032-L015,P00032,casual,2026-01-11,2026-01-14,3.1
P00032-L016,P00032,medical,2026-02-05,2026-02-10,4.6
P00032-L017,P00032,earned,2026-03-31,2026-04-04,4.0
P00032-L018,P00032,casual,2026-04-15,2026-04-26,10.5
P00032-L019,P00032,casual,2026-05-23,2026-05-29,5.9
P00032-L020,P00032,casual,2026-07-04,2026-07-17,13.4
P00032-L021,P00032,earned,2026-07-31,2026-08-06,6.6
P00033-L001,P00033,casual,2024-09-20,2024-09-26,6.2
P00033-L002,P00033,casual,2024-10-09,2024-10-14,5.5
P00033-L003,P00033,medical,2024-11-10,2024-11-13,3.5
P00033-L004,P00033,casual,2024-12-04,2024-12-18,13.1
P00033-L005,P00033,earned,2025-01-13,2025-01-30,17.1
P00033-L006,P00033,earned,2025-02-14,2025-02-26,12.3
P00033-L007,P00033,compensatory,2025-03-18,2025-03-26,7.9
P00033-L008,P00033,earned,2025-04-20,2025-04-25,5.3
P00033-L009,P00033,medical,2025-05-18,2025-05-27,9.8
P00033-L010,P00033,casual,2025-06-14,2025-06-23,8.7
P00033-L011,P00033,medical,2025-07-25,2025-08-03,9.0
P00033-L012,P00033,casual,2025-08-29,2025-09-03,5.4
P00033-L013,P00033,earned,2025-09-30,2025-10-07,7.4
P00033-L014,P00033,casual,2025-10-31,2025-11-07,7.1
P00033-L015,P00033,earned,2025-11-27,2025-12-01,4.0
P00033-L016,P00033,earned,2025-12-21,2025-12-22,1.1
P00033-L017,P00033,earned,2026-02-05,2026-02-16,11.2
P00033-L018,P00033,casual,2026-02-25,2026-02-28,3.8
P00033-L019,P00033,earned,2026-03-29,2026-04-06,7.1
P00033-L020,P00033,earned,2026-05-04,2026-05-10,5.9
P00033-L021,P00033,earned,2026-06-15,2026-06-24,9.1
P00033-L022,P00033,casual,2026-07-07,2026-07-13,6.5
P00033-L023,P00033,compensatory,2026-08-04,2026-08-14,9.3
P00034-L001,P00034,earned,2024-09-07,2024-09-19,11.5
P00034-L002,P00034,medical,2024-10-07,2024-10-22,15.3
P00034-L003,P00034,earned,2024-11-30,2024-12-15,15.1
P00034-L004,P00034,medical,2024-12-21,2024-12-28,7.0
P00034-L005,P00034,casual,2025-02-13,2025-02-18,4.4
P00034-L006,P00034,earned,2025-03-23,2025-04-01,9.1
P00034-L007,P00034,casual,2025-04-29,2025-05-05,5.6
P00034-L008,P00034,earned,2025-05-14,2025-05-26,11.6
P00034-L009,P00034,earned,2025-06-23,2025-06-30,6.3
P00034-L010,P00034,casual,2025-07-27,2025-07-30,3.5
P00034-L011,P00034,medical,2025-09-13,2025-09-29,16.1
P00034-L012,P00034,casual,2025-10-21,2025-11-06,16.4
P00034-L013,P00034,earned,2025-11-21,2025-12-06,14.2
P00034-L014,P00034,casual,2025-12-22,2026-01-19,27.1
P00034-L015,P00034,earned,2026-01-27,2026-01-30,2.3
P00034-L016,P00034,compensatory,2026-03-11,2026-03-15,4.3
P00034-L017,P00034,earned,2026-04-18,2026-04-21,2.7
P00034-L018,P00034,earned,2026-05-30,2026-06-06,6.3
P00034-L019,P00034,medical,2026-06-22,2026-06-29,6.6
P00034-L020,P00034,earned,2026-07-30,2026-08-13,14.5
P00035-L001,P00035,compensatory,2024-09-07,2024-09-17,10.1
P00035-L002,P00035,casual,2024-11-11,2024-11-18,6.6
P00035-L003,P00035,casual,2024-12-17,2024-12-29,11.4
P00035-L004,P00035,earned,2025-02-04,2025-03-03,26.7
P00035-L005,P00035,earned,2025-04-14,2025-05-03,19.5
P00035-L006,P00035,casual,2025-05-29,2025-06-07,9.0
P00035-L007,P00035,casual,2025-07-10,2025-07-17,6.4
P00035-L008,P00035,earned,2025-09-06,2025-09-19,13.2
P00035-L009,P00035,casual,2025-10-26,2025-11-08,12.7
P00035-L010,P00035,medical,2025-12-31,2026-01-14,13.7
P00035-L011,P00035,casual,2026-03-07,2026-03-16,9.6
P00035-L012,P00035,casual,2026-04-04,2026-04-10,5.6
P00035-L013,P00035,earned,2026-06-17,2026-06-25,7.8
P00035-L014,P00035,earned,2026-07-12,2026-07-19,6.5
P00036-L001,P00036,earned,2024-09-01,2024-09-15,13.7
P00036-L002,P00036,earned,2024-10-15,2024-10-31,16.1
P00036-L003,P00036,casual,2024-11-27,2024-12-02,4.7
P00036-L004,P00036,earned,2025-01-11,2025-01-26,14.9
P00036-L005,P00036,earned,2025-02-16,2025-02-20,4.1
P00036-L006,P00036,casual,2025-03-27,2025-04-01,4.9
P00036-L007,P00036,earned,2025-05-18,2025-05-24,5.9
P00036-L008,P00036,earned,2025-06-29,2025-07-06,6.6
P00036-L009,P00036,medical,2025-08-09,2025-08-19,10.3
P00036-L010,P00036,compensatory,2025-09-04,2025-09-08,4.1
P00036-L011,P00036,earned,2025-10-16,2025-10-29,13.3
P00036-L012,P00036,earned,2025-11-25,2025-12-07,11.8
P00036-L013,P00036,earned,2026-01-16,2026-01-24,8.3
P00036-L014,P00036,compensatory,2026-02-11,2026-02-21,10.0
P00036-L015,P00036,earned,2026-04-10,2026-04-17,7.3
P00036-L016,P00036,earned,2026-05-13,2026-05-20,7.0
P00036-L017,P00036,compensatory,2026-06-23,2026-07-09,15.3
P00036-L018,P00036,casual,2026-07-24,2026-08-02,9.2
P00037-L001,P00037,earned,2024-09-04,2024-09-11,7.3
P00037-L002,P00037,earned,2024-10-03,2024-10-07,3.6
P00037-L003,P00037,earned,2024-11-14,2024-11-20,6.2
P00037-L004,P00037,medical,2024-12-15,2024-12-20,4.9
P00037-L005,P00037,medical,2025-01-07,2025-01-08,1.3
P00037-L006,P00037,earned,2025-01-29,2025-02-05,6.6
P00037-L007,P00037,earned,2025-02-27,2025-03-03,4.7
P00037-L008,P00037,casual,2025-03-26,2025-03-31,4.3
P00037-L009,P00037,casual,2025-04-24,2025-05-07,12.8
P00037-L010,P00037,earned,2025-05-27,2025-06-07,10.6
P00037-L011,P00037,earned,2025-06-20,2025-06-26,6.7
P00037-L012,P00037,medical,2025-07-19,2025-07-26,7.0
P00037-L013,P00037,earned,2025-08-19,2025-08-24,4.5
P00037-L014,P00037,earned,2025-09-29,2025-10-04,5.6
P00037-L015,P00037,earned,2025-10-31,2025-11-05,4.4
P00037-L016,P00037,earned,2025-11-12,2025-11-23,10.4
P00037-L017,P00037,earned,2025-12-15,2025-12-25,10.1
P00037-L018,P00037,earned,2026-01-15,2026-02-03,19.1
P00037-L019,P00037,earned,2026-02-09,2026-02-26,17.6
P00037-L020,P00037,earned,2026-03-12,2026-03-20,8.0
P00037-L021,P00037,casual,2026-04-10,2026-04-15,4.5
P00037-L022,P00037,medical,2026-05-15,2026-05-19,3.8
P00037-L023,P00037,medical,2026-06-10,2026-06-12,2.2
P00037-L024,P00037,compensatory,2026-07-26,2026-08-02,6.8
P00037-L025,P00037,earned,2026-08-07,2026-08-16,9.1
P00038-L001,P00038,casual,2024-09-01,2024-09-05,4.0
P00038-L002,P00038,casual,2024-11-20,2024-11-27,7.1
P00038-L003,P00038,compensatory,2025-01-05,2025-01-15,10.5
P00038-L004,P00038,earned,2025-03-02,2025-03-05,2.9
P00038-L005,P00038,casual,2025-05-01,2025-05-09,7.8
P00038-L006,P00038,casual,2025-06-17,2025-06-20,2.5
P00038-L007,P00038,medical,2025-08-23,2025-09-02,10.1
P00038-L008,P00038,compensatory,2025-10-01,2025-10-10,8.9
P00038-L009,P00038,compensatory,2025-11-27,2025-11-30,3.2
P00038-L010,P00038,casual,2026-01-27,2026-02-08,12.1
P00038-L011,P00038,earned,2026-03-22,2026-03-30,7.7
P00038-L012,P00038,compensatory,2026-05-28,2026-06-02,5.4
P00038-L013,P00038,earned,2026-07-07,2026-07-25,18.0
P00039-L001,P00039,casual,2024-09-23,2024-09-26,3.2
P00039-L002,P00039,casual,2024-10-16,2024-10-21,4.5
P00039-L003,P00039,casual,2024-12-04,2024-12-06,2.6
P00039-L004,P00039,earned,2025-01-01,2025-01-05,4.2
P00039-L005,P00039,earned,2025-02-22,2025-02-26,4.4
P00039-L006,P00039,earned,2025-04-04,2025-04-06,2.0
P00039-L007,P00039,earned,2025-04-22,2025-05-05,12.6
P00039-L008,P00039,earned,2025-06-04,2025-06-16,12.5
P00039-L009,P00039,earned,2025-07-19,2025-07-20,1.6
P00039-L010,P00039,earned,2025-08-14,2025-08-27,13.3
P00039-L011,P00039,earned,2025-09-24,2025-09-30,6.0
P00039-L012,P00039,medical,2025-11-16,2025-11-25,8.2
P00039-L013,P00039,earned,2025-12-08,2025-12-12,4.2
P00039-L014,P00039,medical,2026-01-30,2026-02-08,8.9
P00039-L015,P00039,earned,2026-03-07,2026-03-15,8.1
P00039-L016,P00039,earned,2026-04-12,2026-04-17,5.0
P00039-L017,P00039,medical,2026-05-28,2026-06-10,12.8
P00039-L018,P00039,compensatory,2026-06-22,2026-06-27,5.5
P00039-L019,P00039,casual,2026-08-02,2026-08-07,4.6
P00040-L001,P00040,casual,2024-09-08,2024-09-19,11.2
P00040-L002,P00040,earned,2024-11-26,2024-12-05,8.7
P00040-L003,P00040,casual,2025-01-03,2025-01-12,9.3
P00040-L004,P00040,casual,2025-02-17,2025-03-04,15.8
P00040-L005,P00040,earned,2025-05-04,2025-05-13,9.7
P00040-L006,P00040,casual,2025-07-01,2025-07-07,5.7
P00040-L007,P00040,casual,2025-09-06,2025-09-12,5.8
P00040-L008,P00040,earned,2025-10-12,2025-10-21,8.9
P00040-L009,P00040,casual,2025-11-29,2025-12-17,18.0
P00040-L010,P00040,casual,2026-01-23,2026-02-09,17.6
P00040-L011,P00040,casual,2026-03-23,2026-03-28,4.5
P00040-L012,P00040,casual,2026-05-19,2026-06-18,30.0
P00040-L013,P00040,casual,2026-07-26,2026-07-30,4.1
P00041-L001,P00041,earned,2024-09-28,2024-10-04,6.1
P00041-L002,P00041,earned,2024-10-27,2024-11-06,10.3
P00041-L003,P00041,earned,2024-12-05,2024-12-14,9.2
P00041-L004,P00041,earned,2025-01-24,2025-01-31,6.9
P00041-L005,P00041,earned,2025-03-17,2025-03-25,8.0
P00041-L006,P00041,casual,2025-04-22,2025-05-02,9.3
P00041-L007,P00041,casual,2025-06-07,2025-06-16,9.1
P00041-L008,P00041,earned,2025-08-01,2025-08-09,8.7
P00041-L009,P00041,earned,2025-09-16,2025-09-26,10.1
P00041-L010,P00041,casual,2025-11-11,2025-11-16,5.0
P00041-L011,P00041,medical,2025-12-03,2025-12-22,19.2
P00041-L012,P00041,casual,2026-01-19,2026-01-24,4.8
P00041-L013,P00041,earned,2026-03-12,2026-03-21,9.4
P00041-L014,P00041,earned,2026-04-17,2026-05-02,15.4
P00041-L015,P00041,casual,2026-06-04,2026-06-07,2.3
P00041-L016,P00041,medical,2026-07-26,2026-08-02,6.9
P00042-L001,P00042,casual,2024-09-08,2024-09-15,7.7
P00042-L002,P00042,casual,2024-10-10,2024-10-13,2.7
P00042-L003,P00042,medical,2024-11-11,2024-11-24,13.1
P00042-L004,P00042,earned,2024-12-07,2024-12-19,12.3
P00042-L005,P00042,casual,2025-01-14,2025-01-22,8.5
P00042-L006,P00042,earned,2025-02-15,2025-02-25,9.3
P00042-L007,P00042,earned,2025-03-22,2025-03-29,7.1
P00042-L008,P00042,earned,2025-04-11,2025-04-17,5.8
P00042-L009,P00042,compensatory,2025-05-14,2025-05-20,6.4
P00042-L010,P00042,casual,2025-06-17,2025-06-25,8.2
P00042-L011,P00042,compensatory,2025-07-18,2025-07-27,8.3
P00042-L012,P00042,earned,2025-08-27,2025-08-30,2.5
P00042-L013,P00042,earned,2025-09-27,2025-10-02,4.9
P00042-L014,P00042,earned,2025-10-20,2025-10-27,7.0
P00042-L015,P00042,casual,2025-11-29,2025-12-07,7.7
P00042-L016,P00042,earned,2025-12-24,2026-01-04,11.4
P00042-L017,P00042,earned,2026-02-04,2026-02-07,3.5
P00042-L018,P00042,earned,2026-03-10,2026-03-16,5.8
P00042-L019,P00042,medical,2026-04-02,2026-04-05,2.9
P00042-L020,P00042,earned,2026-04-27,2026-05-04,7.0
P00042-L021,P00042,casual,2026-06-02,2026-06-13,11.6
P00042-L022,P00042,earned,2026-07-17,2026-07-26,8.6
P00042-L023,P00042,casual,2026-07-31,2026-08-04,3.8
P00043-L001,P00043,casual,2024-10-11,2024-10-16,4.9
P00043-L002,P00043,earned,2024-11-03,2024-11-10,7.5
P00043-L003,P00043,medical,2025-01-01,2025-01-11,10.9
P00043-L004,P00043,medical,2025-02-19,2025-02-23,4.1
P00043-L005,P00043,casual,2025-04-15,2025-04-23,7.6
P00043-L006,P00043,earned,2025-06-13,2025-06-24,11.1
P00043-L007,P00043,earned,2025-08-08,2025-08-12,4.0
P00043-L008,P00043,earned,2025-10-06,2025-10-25,19.0
P00043-L009,P00043,earned,2025-12-12,2025-12-21,9.0
P00043-L010,P00043,earned,2026-01-30,2026-02-08,8.9
P00043-L011,P00043,earned,2026-03-25,2026-03-30,5.1
P00043-L012,P00043,earned,2026-05-17,2026-05-27,10.3
P00043-L013,P00043,earned,2026-07-12,2026-07-20,7.7
P00044-L001,P00044,earned,2024-09-01,2024-09-20,18.8
P00044-L002,P00044,casual,2024-10-23,2024-10-31,7.8
P00044-L003,P00044,earned,2024-11-28,2024-12-07,9.1
P00044-L004,P00044,earned,2025-01-30,2025-02-06,6.9
P00044-L005,P00044,casual,2025-02-27,2025-03-06,6.6
P00044-L006,P00044,casual,2025-04-17,2025-04-23,5.9
P00044-L007,P00044,earned,2025-06-04,2025-06-11,6.2
P00044-L008,P00044,casual,2025-07-14,2025-07-26,12.0
P00044-L009,P00044,casual,2025-09-08,2025-09-18,10.1
P00044-L010,P00044,medical,2025-10-19,2025-11-01,13.1
P00044-L011,P00044,medical,2025-11-24,2025-12-05,10.8
P00044-L012,P00044,casual,2026-01-04,2026-01-05,1.5
P00044-L013,P00044,casual,2026-02-03,2026-02-09,6.7
P00044-L014,P00044,casual,2026-03-14,2026-03-28,13.3
P00044-L015,P00044,earned,2026-04-30,2026-05-04,4.6
P00044-L016,P00044,compensatory,2026-06-11,2026-06-22,11.2
P00044-L017,P00044,earned,2026-07-31,2026-08-05,5.2
P00045-L001,P00045,casual,2024-09-07,2024-09-12,4.8
P00045-L002,P00045,earned,2024-09-29,2024-10-04,4.8
P00045-L003,P00045,earned,2024-10-30,2024-11-03,4.0
P00045-L004,P00045,casual,2024-11-21,2024-12-03,12.4
P00045-L005,P00045,earned,2025-01-01,2025-01-08,7.1
P00045-L006,P00045,earned,2025-01-15,2025-01-24,8.8
P00045-L007,P00045,medical,2025-02-09,2025-02-14,4.3
P00045-L008,P00045,medical,2025-03-17,2025-03-21,4.3
P00045-L009,P00045,medical,2025-04-06,2025-04-20,13.8
P00045-L010,P00045,casual,2025-05-07,2025-05-08,1.3
P00045-L011,P00045,casual,2025-05-30,2025-06-04,4.9
P00045-L012,P00045,casual,2025-07-01,2025-07-02,1.5
P00045-L013,P00045,casual,2025-08-03,2025-08-13,10.0
P00045-L014,P00045,casual,2025-08-30,2025-09-09,9.8
P00045-L015,P00045,earned,2025-09-30,2025-10-02,2.1
P00045-L016,P00045,earned,2025-10-30,2025-11-03,3.9
P00045-L017,P00045,earned,2025-11-10,2025-11-18,8.4
P00045-L018,P00045,casual,2025-12-09,2025-12-18,8.6
P00045-L019,P00045,casual,2026-01-01,2026-01-19,17.6
P00045-L020,P00045,casual,2026-01-27,2026-02-02,5.8
P00045-L021,P00045,casual,2026-03-04,2026-03-08,3.7
P00045-L022,P00045,earned,2026-03-23,2026-03-29,5.9
P00045-L023,P00045,medical,2026-04-29,2026-05-11,12.5
P00045-L024,P00045,casual,2026-06-04,2026-06-08,4.1
P00045-L025,P00045,casual,2026-06-13,2026-06-16,3.2
P00045-L026,P00045,casual,2026-07-24,2026-07-29,4.4
P00045-L027,P00045,medical,2026-08-06,2026-08-17,10.5
P00046-L001,P00046,earned,2024-09-12,2024-09-23,10.7
P00046-L002,P00046,casual,2024-10-02,2024-10-05,2.9
P00046-L003,P00046,compensatory,2024-11-11,2024-11-14,3.9
P00046-L004,P00046,casual,2024-12-02,2024-12-11,8.9
P00046-L005,P00046,casual,2025-01-05,2025-01-08,2.8
P00046-L006,P00046,medical,2025-01-30,2025-02-01,2.2
P00046-L007,P00046,earned,2025-02-28,2025-03-04,3.8
P00046-L008,P00046,earned,2025-03-29,2025-04-05,7.5
P00046-L009,P00046,casual,2025-04-25,2025-05-04,9.1
P00046-L010,P00046,earned,2025-06-04,2025-06-10,6.4
P00046-L011,P00046,medical,2025-06-23,2025-06-28,4.9
P00046-L012,P00046,casual,2025-07-26,2025-08-06,10.9
P00046-L013,P00046,earned,2025-08-24,2025-08-31,7.3
P00046-L014,P00046,casual,2025-09-27,2025-09-29,1.8
P00046-L015,P00046,earned,2025-10-23,2025-11-03,10.3
P00046-L016,P00046,earned,2025-11-22,2025-11-30,7.7
P00046-L017,P00046,medical,2025-12-30,2026-01-03,4.0
P00046-L018,P00046,earned,2026-01-13,2026-01-17,4.6
P00046-L019,P00046,casual,2026-02-21,2026-03-05,12.5
P00046-L020,P00046,earned,2026-03-18,2026-03-23,5.3
P00046-L021,P00046,medical,2026-04-23,2026-04-30,6.8
P00046-L022,P00046,earned,2026-05-09,2026-05-24,15.0
P00046-L023,P00046,earned,2026-06-14,2026-06-19,5.6
P00046-L024,P00046,earned,2026-07-10,2026-07-11,1.5
P00046-L025,P00046,earned,2026-08-19,2026-08-23,4.3
P00047-L001,P00047,earned,2024-09-04,2024-09-18,14.1
P00047-L002,P00047,medical,2024-10-27,2024-11-05,8.9
P00047-L003,P00047,earned,2024-11-26,2024-11-29,3.5
P00047-L004,P00047,earned,2025-01-14,2025-01-24,10.8
P00047-L005,P00047,earned,2025-03-07,2025-03-19,11.9
P00047-L006,P00047,medical,2025-05-09,2025-05-13,3.9
P00047-L007,P00047,medical,2025-05-25,2025-06-07,12.3
P00047-L008,P00047,earned,2025-07-01,2025-07-05,4.4
P00047-L009,P00047,casual,2025-08-18,2025-08-25,7.0
P00047-L010,P00047,earned,2025-09-26,2025-10-02,6.7
P00047-L011,P00047,earned,2025-11-07,2025-11-24,17.6
P00047-L012,P00047,earned,2025-12-24,2026-01-02,9.2
P00047-L013,P00047,earned,2026-01-30,2026-02-04,5.2
P00047-L014,P00047,earned,2026-04-10,2026-04-13,2.7
P00047-L015,P00047,casual,2026-05-06,2026-05-17,10.9
P00047-L016,P00047,earned,2026-06-12,2026-06-17,4.8
P00047-L017,P00047,casual,2026-07-29,2026-08-09,11.3
P00048-L001,P00048,casual,2024-09-03,2024-09-11,8.1
P00048-L002,P00048,compensatory,2024-11-17,2024-11-27,10.0
P00048-L003,P00048,earned,2024-12-09,2024-12-11,2.5
P00048-L004,P00048,compensatory,2025-01-24,2025-01-29,4.9
P00048-L005,P00048,earned,2025-03-02,2025-03-15,12.8
P00048-L006,P00048,casual,2025-05-17,2025-05-30,12.7
P00048-L007,P00048,earned,2025-06-03,2025-06-12,8.9
P00048-L008,P00048,earned,2025-07-24,2025-07-31,6.8
P00048-L009,P00048,casual,2025-09-17,2025-09-29,12.2
P00048-L010,P00048,medical,2025-10-17,2025-11-04,18.5
P00048-L011,P00048,casual,2025-12-01,2025-12-09,7.5
P00048-L012,P00048,earned,2026-01-21,2026-02-20,30.0
P00048-L013,P00048,earned,2026-03-14,2026-03-27,12.6
P00048-L014,P00048,earned,2026-05-11,2026-05-16,5.5
P00048-L015,P00048,casual,2026-06-05,2026-06-15,9.6
P00048-L016,P00048,medical,2026-07-22,2026-07-27,4.8
P00049-L001,P00049,earned,2024-09-05,2024-09-07,2.3
P00049-L002,P00049,medical,2024-10-12,2024-10-19,6.6
P00049-L003,P00049,medical,2024-11-06,2024-11-11,4.7
P00049-L004,P00049,earned,2024-12-11,2024-12-21,9.6
P00049-L005,P00049,medical,2025-01-06,2025-01-10,4.7
P00049-L006,P00049,medical,2025-02-08,2025-02-12,4.3
P00049-L007,P00049,compensatory,2025-03-17,2025-03-20,2.6
P00049-L008,P00049,casual,2025-04-13,2025-04-22,9.0
P00049-L009,P00049,casual,2025-05-21,2025-05-24,2.7
P00049-L010,P00049,casual,2025-06-18,2025-06-21,3.1
P00049-L011,P00049,medical,2025-07-24,2025-07-29,5.2
P00049-L012,P00049,casual,2025-08-16,2025-08-23,6.7
P00049-L013,P00049,earned,2025-10-02,2025-10-11,8.8
P00049-L014,P00049,earned,2025-11-02,2025-11-05,2.9
P00049-L015,P00049,earned,2025-11-26,2025-12-03,6.5
P00049-L016,P00049,earned,2025-12-21,2025-12-25,4.3
P00049-L017,P00049,earned,2026-01-29,2026-02-03,5.6
P00049-L018,P00049,earned,2026-03-07,2026-03-09,2.2
P00049-L019,P00049,compensatory,2026-03-27,2026-04-01,4.5
P00049-L020,P00049,medical,2026-05-01,2026-05-08,7.1
P00049-L021,P00049,compensatory,2026-06-23,2026-06-27,3.2
P00049-L022,P00049,earned,2026-06-30,2026-07-08,7.1
P00049-L023,P00049,earned,2026-08-01,2026-08-09,7.9
P00050-L001,P00050,casual,2024-09-06,2024-09-12,6.2
P00050-L002,P00050,earned,2024-10-11,2024-10-17,5.6
P00050-L003,P00050,earned,2024-11-18,2024-11-24,5.8
P00050-L004,P00050,earned,2024-12-07,2024-12-13,5.8
P00050-L005,P00050,earned,2025-01-09,2025-01-12,3.0
P00050-L006,P00050,medical,2025-02-11,2025-02-24,12.8
P00050-L007,P00050,earned,2025-03-14,2025-03-20,5.9
P00050-L008,P00050,casual,2025-04-14,2025-04-20,5.1
P00050-L009,P00050,earned,2025-05-18,2025-05-21,3.4
P00050-L010,P00050,casual,2025-06-19,2025-06-27,8.0
P00050-L011,P00050,medical,2025-07-19,2025-07-30,11.2
P00050-L012,P00050,casual,2025-09-04,2025-09-11,6.7
P00050-L013,P00050,medical,2025-09-22,2025-09-25,3.1
P00050-L014,P00050,earned,2025-10-30,2025-11-02,2.9
P00050-L015,P00050,medical,2025-11-30,2025-12-08,7.8
P00050-L016,P00050,earned,2025-12-28,2026-01-06,8.4
P00050-L017,P00050,casual,2026-01-25,2026-01-29,4.6
P00050-L018,P00050,casual,2026-03-03,2026-03-09,6.9
P00050-L019,P00050,earned,2026-04-08,2026-04-15,6.9
P00050-L020,P00050,medical,2026-05-12,2026-05-17,5.2
P00050-L021,P00050,casual,2026-06-15,2026-06-26,10.4
P00050-L022,P00050,earned,2026-07-10,2026-07-21,11.1
P00050-L023,P00050,earned,2026-08-09,2026-08-17,8.1
P00051-L001,P00051,earned,2024-09-02,2024-09-08,5.7
P00051-L002,P00051,casual,2024-10-31,2024-11-08,7.4
P00051-L003,P00051,earned,2025-01-27,2025-02-12,15.6
P00051-L004,P00051,medical,2025-03-08,2025-03-23,14.2
P00051-L005,P00051,casual,2025-04-13,2025-05-02,18.3
P00051-L006,P00051,earned,2025-07-05,2025-07-12,7.8
P00051-L007,P00051,medical,2025-08-09,2025-08-28,19.3
P00051-L008,P00051,casual,2025-10-04,2025-10-14,10.4
P00051-L009,P00051,earned,2025-11-24,2025-11-27,3.1
P00051-L010,P00051,earned,2026-02-02,2026-02-22,20.0
