personnel_id,service_number,name,rank,is_jawan_rank,unit_id,region_type,posting_type,date_of_birth,date_of_joining,years_of_service,current_posting_start_date,family_separated,unit_operational_tempo,exposure_propensity,benign_profile
P00752,71205560,Personnel 0752,Constable,True,U014,urban_static,static_station,1997-01-20,2020-06-23,6.19,2024-07-08,False,0.3566,0.6025,
P00753,49088645,Personnel 0753,Sub-Inspector,False,U006,border,hard_area,1994-07-31,2016-04-26,10.35,2023-12-29,False,0.6739,0.7887,
P00754,94558243,Personnel 0754,Assistant Commandant,False,U015,insurgency_affected,hard_area,2002-03-21,2024-09-21,1.94,2026-06-26,True,0.8363,0.6675,
P00755,92110281,Personnel 0755,Constable,True,U006,border,field,1972-08-28,1998-07-27,28.1,2024-12-04,True,0.6739,0.4899,
P00756,48068409,Personnel 0756,Constable,True,U001,urban_static,static_station,1999-02-21,2020-08-31,6.0,2024-06-27,True,0.5535,0.5937,
P00757,20964851,Personnel 0757,Constable,True,U016,border,hard_area,1997-10-07,2020-11-03,5.82,2024-07-12,True,0.7134,0.9047,
P00758,23032649,Personnel 0758,Constable,True,U016,border,field,1994-12-09,2018-10-12,7.89,2023-11-12,True,0.7134,0.3932,
P00759,59946765,Personnel 0759,Constable,True,U015,insurgency_affected,hard_area,1997-12-10,2023-10-22,2.86,2025-12-09,True,0.8363,0.7238,
P00760,90864361,Personnel 0760,Head Constable,True,U012,insurgency_affected,static_station,1999-03-03,2020-08-23,6.02,2024-01-03,False,0.7195,0.5952,
P00761,10415536,Personnel 0761,Assistant Sub-Inspector,True,U003,urban_static,hard_area,1989-07-17,2014-05-13,12.3,2026-06-13,True,0.3722,0.4739,
P00762,17958272,Personnel 0762,Constable,True,U002,insurgency_affected,field,1994-07-16,2017-07-19,9.12,2023-09-02,False,0.782,0.3834,
P00763,60815384,Personnel 0763,Assistant Sub-Inspector,True,U010,insurgency_affected,hard_area,1998-09-28,2024-10-12,1.88,2025-05-10,False,0.8355,0.5354,
P00764,32021547,Personnel 0764,Constable,True,U010,insurgency_affected,hard_area,1995-04-05,2021-09-11,4.97,2023-01-16,True,0.8355,0.1891,
P00765,82561841,Personnel 0765,Constable,True,U004,urban_static,field,1999-03-11,2022-10-01,3.92,2024-11-02,True,0.4395,0.5143,
P00766,92451656,Personnel 0766,Head Constable,True,U015,insurgency_affected,hard_area,1999-06-18,2026-01-11,0.64,2026-02-11,True,0.8363,0.6111,
P00767,51185533,Personnel 0767,Constable,True,U007,training,static_station,1998-10-10,2024-01-26,2.6,2024-02-25,False,0.2532,0.3911,
P00768,10576301,Personnel 0768,Constable,True,U002,insurgency_affected,hard_area,1993-10-20,2019-04-30,7.34,2025-01-23,True,0.782,0.8175,
P00769,36316454,Personnel 0769,Constable,True,U001,urban_static,static_station,1994-08-09,2020-05-13,6.3,2025-12-15,True,0.5535,0.5407,
P00770,16351706,Personnel 0770,Head Constable,True,U005,border,hard_area,1995-05-13,2020-10-09,5.89,2025-05-04,True,0.7572,0.3123,
P00771,91514247,Personnel 0771,Head Constable,True,U013,border,field,1999-09-05,2023-10-05,2.91,2025-08-03,True,0.5538,0.7286,
P00772,56510817,Personnel 0772,Head Constable,True,U015,insurgency_affected,field,1997-08-21,2022-03-24,4.44,2026-06-21,True,0.8363,0.578,
P00773,40583366,Personnel 0773,Constable,True,U008,border,field,1992-10-12,2019-05-13,7.3,2024-02-14,False,0.5738,0.3459,
P00774,99580726,Personnel 0774,Constable,True,U005,border,field,1991-04-20,2014-06-13,12.22,2025-07-21,False,0.7572,0.2044,
P00775,98286966,Personnel 0775,Deputy Commandant,False,U007,training,static_station,1995-06-24,2016-06-24,10.19,2023-09-26,False,0.2532,0.4787,
P00776,24486360,Personnel 0776,Constable,True,U007,training,static_station,1996-02-15,2017-04-24,9.35,2024-06-09,False,0.2532,0.4762,
P00777,70911370,Personnel 0777,Constable,True,U015,insurgency_affected,hard_area,1995-01-18,2017-07-28,9.09,2025-11-18,False,0.8363,0.2701,
P00778,91954807,Personnel 0778,Constable,True,U004,urban_static,field,1991-10-18,2012-11-04,13.82,2024-01-10,False,0.4395,0.5663,
P00779,17210292,Personnel 0779,Constable,True,U014,urban_static,static_station,1990-11-03,2014-01-11,12.64,2024-03-28,False,0.3566,0.5873,
P00780,54238506,Personnel 0780,Head Constable,True,U010,insurgency_affected,hard_area,2001-05-17,2023-02-21,3.52,2024-10-15,True,0.8355,0.9331,
P00781,71344659,Personnel 0781,Head Constable,True,U015,insurgency_affected,hard_area,1988-12-07,2015-10-13,10.88,2025-11-16,False,0.8363,0.3724,
P00782,57744681,Personnel 0782,Head Constable,True,U009,training,static_station,1995-12-04,2018-12-09,7.73,2024-11-17,False,0.3855,0.488,
P00783,78484581,Personnel 0783,Constable,True,U009,training,static_station,1991-02-27,2015-01-06,11.65,2023-06-05,False,0.3855,0.4752,recent_return
P00784,15939993,Personnel 0784,Sub-Inspector,False,U002,insurgency_affected,hard_area,1997-03-04,2023-01-29,3.59,2025-06-22,True,0.782,0.0841,
P00785,83727937,Personnel 0785,Inspector,False,U009,training,static_station,1996-07-18,2017-08-26,9.02,2023-11-29,False,0.3855,0.624,
P00786,15566625,Personnel 0786,Commandant,False,U013,border,field,1995-08-07,2017-02-21,9.52,2024-05-19,False,0.5538,0.4465,
P00787,15265474,Personnel 0787,Assistant Sub-Inspector,True,U006,border,field,1994-12-25,2020-04-11,6.39,2025-09-15,False,0.6739,0.4207,planned_surge
P00788,62481170,Personnel 0788,Constable,True,U015,insurgency_affected,hard_area,1994-06-17,2018-09-01,8.0,2025-11-14,True,0.8363,0.5992,
P00789,51689160,Personnel 0789,Head Constable,True,U008,border,hard_area,1992-06-07,2014-03-23,12.44,2025-09-30,True,0.5738,0.4026,
P00790,11650114,Personnel 0790,Sub-Inspector,False,U004,urban_static,static_station,1999-11-12,2025-04-03,1.41,2026-02-25,False,0.4395,0.6505,
P00791,36267302,Personnel 0791,Constable,True,U002,insurgency_affected,hard_area,1993-03-31,2017-11-22,8.77,2025-06-06,True,0.782,0.3959,
P00792,50120153,Personnel 0792,Constable,True,U006,border,hard_area,1995-06-28,2018-12-26,7.68,2024-09-08,False,0.6739,0.672,
P00793,70175241,Personnel 0793,Constable,True,U012,insurgency_affected,hard_area,1996-04-30,2020-05-13,6.3,2025-07-07,True,0.7195,0.4902,
P00794,65696069,Personnel 0794,Inspector,False,U001,urban_static,static_station,1994-08-27,2018-11-22,7.77,2026-07-12,True,0.5535,0.0355,
P00795,24337983,Personnel 0795,Inspector,False,U012,insurgency_affected,hard_area,1998-05-23,2023-11-26,2.77,2025-05-07,True,0.7195,0.5678,
P00796,41155110,Personnel 0796,Constable,True,U014,urban_static,static_station,1997-09-18,2022-03-27,4.43,2023-09-25,False,0.3566,0.6902,
P00797,26760541,Personnel 0797,Constable,True,U014,urban_static,static_station,1990-10-03,2015-05-03,11.33,2023-10-01,False,0.3566,0.3888,
P00798,29603200,Personnel 0798,Commandant,False,U002,insurgency_affected,hard_area,1983-10-16,2006-03-22,20.45,2026-01-29,True,0.782,0.4164,
P00799,43595039,Personnel 0799,Constable,True,U002,insurgency_affected,hard_area,2000-07-16,2022-08-25,4.02,2026-04-16,True,0.782,0.2195,
P00800,74646735,Personnel 0800,Assistant Sub-Inspector,True,U015,insurgency_affected,hard_area,1998-05-02,2019-05-29,7.26,2025-01-07,True,0.8363,0.5218,
